DESCRIPTION_item1,item2,DESCRIPTION_item2,antecedent support,consequent support,item2_count,Count_validate_item2,rule_support,Combined_Baskets,confidence,lift,TOTALQTY_item1,TOTALADJREV_item1,AUR_item1,TOTALQTY_item2,TOTALADJREV_item2,dept_item2,AUR_item2,Combined_ADJREV,ValueAdded_fromitem2,ExpectedVA_fromitem2
Salmon,1926726,SALAD OG ORGANIC GIRL SUPER SPINACH,0.285994592,0.003025656,734,734,0.001335576,324,0.004669934,1.543444899,11901.97778,129734.5489,10.90025131,764,3265.36,7,4.274031414,132999.9089,4.361135734,15.2490147
Salmon,850031,SEEDS OF CHANGE RICE,0.285994592,0.002394968,581,581,0.001331454,323,0.00465552,1.943876052,11901.97778,129734.5489,10.90025131,918,3611.86,5,3.934488017,133346.4089,4.809024123,16.81508763
NYStrip,842876,WILD SASHIMI TUNA 7 OZ STEAKS,0.175261344,0.00815773,1978,1979,0.001331454,323,0.007596961,0.93125923,20667.6425,291081.83,14.08393967,3857.66,26324.38,12,6.823924348,317406.21,35.04969142,199.9852939
FiletMignon,840498,RAOS PASTA SAUCE 24OZ,0.263875148,0.005127951,1244,1244,0.001327331,322,0.00503015,0.980927705,32963.67,584684.9525,17.73725294,1546,13564.54,5,8.773958603,598249.4925,18.00464104,68.2316662
CrabCakes,5062323,PEPPERS CV RED BELL FAIR TRADE,0.159098404,0.012123236,2941,2941,0.001327331,322,0.008342833,0.688168872,46943.165,365938.355,7.795349014,3535,10294.66,14,2.912209335,376233.015,13.66442636,85.88663385
Salmon,5133525,SALAD OG TFM SPRING MIX 10OZ,0.285994592,0.004188102,1016,1016,0.001327331,322,0.004641107,1.10816478,11901.97778,129734.5489,10.90025131,1045,6259.55,4,5.99,135994.0989,8.308497807,29.05124099
NYStrip,3775124,TOMATO CV MAVERICK MIX,0.175261344,0.00906048,2198,2198,0.001327331,322,0.007573441,0.835876365,20667.6425,291081.83,14.08393967,2356,11756.44,5,4.99,302838.27,15.60469298,89.0367072
FiletMignon,5079885,SALAD CV TAYLOR FARMS HEARTS OF ROMAINE,0.263875148,0.004097415,994,994,0.001327331,322,0.00503015,1.227639904,32963.67,584684.9525,17.73725294,1144,5248.62,2,4.587954545,589933.5725,6.966658587,26.40134408
RibEye,2813951,ISABELLE HMSTYL TUNA SLD,0.187161984,0.010391934,2521,2521,0.001323209,321,0.007069862,0.680322049,17746.706,328282.894,18.49824379,1982.12,23780.49,12,11.99750267,352063.384,31.46656646,168.1247751
RibEye,11714,JUICE TFM FRESH SQUEEZED CV ORANGE 64 OZ,0.187161984,0.006921086,1679,1679,0.001323209,321,0.007069862,1.021496061,17746.706,328282.894,18.49824379,1803,15301.98,5,8.486955075,343584.874,20.24772284,108.1828821
CrabCakes,1921576,SALAD OG ORGANIC GIRL CLAMSHELL BABY SPRING MIX,0.159098404,0.007184903,1743,1743,0.001319087,320,0.008291015,1.153949407,46943.165,365938.355,7.795349014,1802,7710.48,5,4.278845727,373648.835,10.17079541,63.92770235
Salmon,8044,NORTH ATLANTIC LOBSTER TAILS,0.285994592,0.007885668,1913,1913,0.001319087,320,0.00461228,0.584894029,11901.97778,129734.5489,10.90025131,4561.77,56301.18,14,12.34195937,186035.7289,74.26616541,259.6768175
FiletMignon,840473,MRS MILLER NOODLES,0.263875148,0.004138636,1004,1004,0.001319087,320,0.004998906,1.20786327,32963.67,584684.9525,17.73725294,1066,5280.34,12,4.953414634,589965.2925,6.965228862,26.39592589
NYStrip,142905,CR PRIME PORK BABY BACK RIBS,0.175261344,0.006071923,1473,1473,0.001314965,319,0.007502881,1.235667995,20667.6425,291081.83,14.08393967,5554.48,34414.16,3,6.195748297,325495.99,45.25341743,258.2053541
RibEye,515047,BEANS CV GREEN 2 LB BAG,0.187161984,0.006512993,1580,1580,0.001314965,319,0.007025813,1.078737946,17746.706,328282.894,18.49824379,1632,12771.73,4,7.825814951,341054.624,16.7943785,89.73178288
Salmon,528999,DAISY BRAND SOUR CREAM 16OZ,0.285994592,0.006632535,1609,1609,0.001314965,319,0.004597867,0.693229153,11901.97778,129734.5489,10.90025131,1744,4793.56,4,2.748600917,134528.1089,6.303363837,22.04015048
Salmon,840157,TFM BREADCRUMBS,0.285994592,0.002926725,710,710,0.001314965,319,0.004597867,1.570993955,11901.97778,129734.5489,10.90025131,762,1744.98,7,2.29,131479.5289,2.294587703,8.023185644
FiletMignon,4980859,TOMATO CV SENSATIONAL SARA,0.263875148,0.004303522,1044,1044,0.001314965,319,0.004983285,1.157955031,32963.67,584684.9525,17.73725294,1090,5439.1,4,4.99,590124.0525,7.152226372,27.10458493
CrabCakes,1615962,[WENNER] FRENCH BAGUETTE,0.159098404,0.010940179,2654,2654,0.001310843,318,0.008239196,0.753113406,46943.165,365938.355,7.795349014,2836,9330.44,5,3.29,375268.795,12.230741,76.8753218
Salmon,1394,TANGELOS CV MINEOLA,0.285994592,0.004546729,1103,1103,0.001310843,318,0.004583453,1.008077188,11901.97778,129734.5489,10.90025131,1856.57,3703.09,12,1.994586792,133437.6389,4.854169222,16.97294062
RibEye,150674,SKIRT STEAK PREMIUM CHOICE,0.187161984,0.003611001,876,876,0.001310843,318,0.007003788,1.939569623,17746.706,328282.894,18.49824379,1217.83,28349.62,12,23.27879918,356632.514,37.161898,198.5547344
CrabCakes,896806,POTATOES CV ONE-BITE MEDLEY 24 OZ,0.159098404,0.012485985,3029,3029,0.001306721,317,0.008213286,0.65780045,46943.165,365938.355,7.795349014,3419,17059.81,131,4.989707517,382998.165,22.29240771,140.1171046
Salmon,2918081,CUCINA AND AMORE PASTA,0.285994592,0.003606879,875,875,0.001306721,317,0.00456904,1.266757221,11901.97778,129734.5489,10.90025131,1083,3224.02,4,2.976934441,132958.5689,4.21289383,14.73067656
FiletMignon,33505,VEAL RIB CHOP,0.263875148,0.002432067,590,590,0.001306721,317,0.004952042,2.036145271,32963.67,584684.9525,17.73725294,1002.6,21760.19,1,21.70376022,606445.1425,28.43449178,107.7573692
CrabCakes,1002100,GROUND CHUCK PKG,0.159098404,0.010874225,2638,2638,0.001302599,316,0.008187377,0.7529159,46943.165,365938.355,7.795349014,7502.8,29327,12,3.908807379,395265.355,38.20130919,240.1112032
Salmon,3259539,HMR - BRUSSEL SPROUTS HALVES FAMILY PACK,0.285994592,0.00341726,829,829,0.001302599,316,0.004554627,1.332829914,11901.97778,129734.5489,10.90025131,1032.25,8016,1,7.765560668,137750.5489,10.44163039,36.50988758
Salmon,18,KIWI CV GREEN,0.285994592,0.002852526,692,692,0.001302599,316,0.004554627,1.59669942,11901.97778,129734.5489,10.90025131,1948,1928.52,12,0.99,131663.0689,2.512087455,8.783688671
FiletMignon,3691985,VITAL FARMS PASTURED RAISED LARGE EGGS 18CT,0.263875148,0.005301082,1286,1286,0.001302599,316,0.00493642,0.931209984,32963.67,584684.9525,17.73725294,1391,9745.09,14,7.00581596,594430.0425,12.69394061,48.10585872
Salmon,3374495,INDIAN RIVER OJ 52 OZ,0.285994592,0.00424169,1029,1029,0.001298476,315,0.004540213,1.070378454,11901.97778,129734.5489,10.90025131,1098,5388.02,4,4.90712204,135122.5689,6.996217105,24.46276016
FiletMignon,5103710,MUSHROOMS - OG WHOLE BABY BELLA 8OZ,0.263875148,0.003553291,862,862,0.001298476,315,0.004920799,1.384856575,32963.67,584684.9525,17.73725294,998,4928.02,4,4.937895792,589612.9725,6.398917936,24.2497938
FiletMignon,5133533,SALAD OG TFM ARUGULA 5OZ,0.263875148,0.006129633,1487,1487,0.001298476,315,0.004920799,0.802788412,32963.67,584684.9525,17.73725294,1549,6180.51,7,3.99,590865.4625,8.025246711,30.4130448
NYStrip,29019,CARROTS OG BUNCH TOPS,0.175261344,0.007547652,1831,1831,0.001298476,315,0.007408801,0.981603439,20667.6425,291081.83,14.08393967,2039,6060.61,7,2.972344286,297142.44,7.869559384,44.90185455
Salmon,4980859,TOMATO CV SENSATIONAL SARA,0.285994592,0.004303522,1044,1044,0.001298476,315,0.004540213,1.054999453,11901.97778,129734.5489,10.90025131,1090,5439.1,4,4.99,135173.6489,7.062543283,24.69467426
NYStrip,850339,GRAPES CV COTTON CANDY,0.175261344,0.007399255,1795,1795,0.001294354,314,0.007385281,0.998111494,20667.6425,291081.83,14.08393967,3460.01,23855.67,12,6.894682385,314937.5,30.87768921,176.1808307
RibEye,3137486,2CT DEMI BAGUETTE,0.187161984,0.006508871,1579,1579,0.001294354,314,0.00691569,1.062502298,17746.706,328282.894,18.49824379,1706.68,6468.33,4,3.7900075,334751.224,8.372310793,44.7329667
NYStrip,44996,SEAFOOD SALAD,0.175261344,0.008701853,2111,2111,0.001294354,314,0.007385281,0.8487021,20667.6425,291081.83,14.08393967,1480.7,17243.14,2,11.64526238,308324.97,22.31873252,127.3454374
FiletMignon,841630,DR BROWN SINGLE,0.263875148,0.00502902,1220,1220,0.001294354,314,0.004905177,0.975374342,32963.67,584684.9525,17.73725294,2440,2415.6,4,0.99,587100.5525,3.126642264,11.84894554
Salmon,5102608,CHOBANI SUGAR FREE SS,0.285994592,0.003392527,823,823,0.001294354,314,0.0045258,1.334049647,11901.97778,129734.5489,10.90025131,2667,3004.34,12,1.126486689,132738.8889,3.888680418,13.5970418
RibEye,896801,POTATOES CV ONE-BITE RED 24 OZ,0.187161984,0.006381084,1548,1548,0.001294354,314,0.00691569,1.083779799,17746.706,328282.894,18.49824379,1744,8701.56,14,4.989426606,336984.454,11.26290166,60.17729363
CrabCakes,3177955,SUSHI SPECIAL,0.159098404,0.006158488,1494,1494,0.001294354,314,0.008135558,1.321031665,46943.165,365938.355,7.795349014,2070,2608.2,3,1.26,368546.555,3.375934903,21.21916261
FiletMignon,5329814,LBM STREET TACO VEGGIE KIT,0.263875148,0.003656345,887,887,0.001294354,314,0.004905177,1.341552082,32963.67,584684.9525,17.73725294,910.04,7271,14,7.989758692,591955.9525,9.411250165,35.66554191
FiletMignon,5083650,SIMPLY ORANGE JUICE,0.263875148,0.005185662,1258,1258,0.001290232,313,0.004889555,0.942899067,32963.67,584684.9525,17.73725294,1346,6043.54,12,4.49,590728.4925,7.797569664,29.5502237
FiletMignon,1404118,DOMESTIC PARMESAN GRATED BELGIOSO,0.263875148,0.00464566,1127,1127,0.001290232,313,0.004889555,1.052499579,32963.67,584684.9525,17.73725294,443.49,7576.94,7,17.08480462,592261.8925,9.776011657,37.04786797
Salmon,4039985,HERB OG TFM CHIVES .5 OZ,0.285994592,0.004579706,1111,1111,0.001290232,313,0.004511387,0.985082169,11901.97778,129734.5489,10.90025131,1156,2878.44,12,2.49,132612.9889,3.713855857,12.98575555
FiletMignon,3284393,PL SLICED BRIOCHE,0.263875148,0.004958943,1203,1203,0.001290232,313,0.004889555,0.986007503,32963.67,584684.9525,17.73725294,1251,9369.99,14,7.49,594054.9425,12.08946243,45.81508529
FiletMignon,-501158544,(I) Chicken Salad Croissant - CHICKEN SALAD DEAL,0.263875148,0.005404135,1311,1311,0.001290232,313,0.004889555,0.90478034,32963.67,584684.9525,17.73725294,1309,-7184.41,4,-5.488472116,577500.5425,-9.269556828,-35.12857078
CrabCakes,840653,ALEXIA POTATOES FAMILY SIZE,0.159098404,0.009377886,2275,2275,0.00128611,312,0.008083739,0.862000207,46943.165,365938.355,7.795349014,2512,14153.38,7,5.634307325,380091.735,18.20280372,114.4122334
FiletMignon,4921467,SALAD OG ORGANIC GIRL 50/50 MIX 5OZ,0.263875148,0.005457723,1324,1324,0.00128611,312,0.004873934,0.893034256,32963.67,584684.9525,17.73725294,1373,5859.09,12,4.267363438,590544.0425,7.535434309,28.55681695
Salmon,23,PEACHES CV YELLOW WESTERN,0.285994592,0.003371917,818,818,0.00128611,312,0.004496973,1.333654915,11901.97778,129734.5489,10.90025131,935.48,3732.77,2,3.990218925,133467.3189,4.800752869,16.78616662
NYStrip,456373,ABF WHOLE CHICKEN LEGS,0.175261344,0.007848569,1904,1904,0.00128611,312,0.007338241,0.934978258,20667.6425,291081.83,14.08393967,6227.96,12908.56,4,2.072678694,303990.39,16.60182825,94.72612649
CrabCakes,174281,BOURBON SALMON FILLET,0.159098404,0.003182298,772,772,0.001281988,311,0.00805783,2.532079085,46943.165,365938.355,7.795349014,580.66,9690.86,12,16.68938794,375629.215,12.42356492,78.08730076
NYStrip,892139,PREMIUM CHOICE BONE IN NY STRIP STEAK,0.175261344,0.006278031,1523,1523,0.001281988,311,0.007314721,1.1651299,20667.6425,291081.83,14.08393967,2704.02,30101.23,16,11.13202935,321183.06,38.58941156,220.1821043
Salmon,28335,SM CUPS - WATERMELON CHUNKS,0.285994592,0.003924284,952,952,0.001277866,310,0.004468146,1.138588846,11901.97778,129734.5489,10.90025131,622.31,3094.52,5,4.972634218,132829.0689,3.954381018,13.82676852
CrabCakes,3452494,ORGANIC VALLEY MILK,0.159098404,0.009200633,2232,2232,0.001277866,310,0.00803192,0.872974747,46943.165,365938.355,7.795349014,2601,12927.99,14,4.970392157,378866.345,16.52023521,103.8365867
Salmon,4039983,HERB OG TFM ROSEMARY .5 OZ,0.285994592,0.006385206,1549,1549,0.001277866,310,0.004468146,0.699765385,11901.97778,129734.5489,10.90025131,1613,4016.37,4,2.49,133750.9189,5.132381529,17.94572932
Salmon,841057,UNIQUE PRETZELS SPLITS,0.285994592,0.005334059,1294,1294,0.001277866,310,0.004468146,0.837663509,11901.97778,129734.5489,10.90025131,1541,6062.16,7,3.933913043,135796.7089,7.746626435,27.08661862
FiletMignon,55882,DELUXE CAESAR SALAD,0.263875148,0.004625049,1122,1122,0.001277866,310,0.004842691,1.047057053,32963.67,584684.9525,17.73725294,1256.36,10926.44,12,8.696902162,595611.3925,13.96252308,52.91336895
RibEye,845360,TFM WHIPPED LIGHT CREAM AEROSOL CAN,0.187161984,0.006290397,1526,1526,0.001273744,309,0.006805568,1.08189797,17746.706,328282.894,18.49824379,1688,6396.72,12,3.789526066,334679.614,8.147780966,43.5333116
CrabCakes,163408,PECAN CRUSTED TROUT 5 OZ,0.159098404,0.003305962,802,802,0.001273744,309,0.008006011,2.42168855,46943.165,365938.355,7.795349014,1432.62,9221.69,4,6.43694071,375160.045,11.74606834,73.82895145
Salmon,8001,SWORDFISH,0.285994592,0.002831915,687,687,0.001273744,309,0.004453733,1.572692884,11901.97778,129734.5489,10.90025131,697.47,13918.59,4,19.95582606,143653.1389,17.72871451,61.98968449
RibEye,1715131,VITAL FARMS ALFRESCO BUTTER,0.187161984,0.004658027,1130,1130,0.001273744,309,0.006805568,1.461040975,17746.706,328282.894,18.49824379,1604,5662.51,14,3.530243142,333945.404,7.212585699,38.53659567
CrabCakes,2006907,TFM MILK GALLON RBST FREE,0.159098404,0.011645067,2825,2825,0.001269621,308,0.007980102,0.685277451,46943.165,365938.355,7.795349014,3035,12467.34,14,4.107855025,378405.695,15.82880194,99.49063944
Salmon,218,CELERY OG STALK,0.285994592,0.003392527,823,823,0.001269621,308,0.00443932,1.308558253,11901.97778,129734.5489,10.90025131,931,3249.19,7,3.49,132983.7389,4.125241228,14.42419314
FiletMignon,4350026,ORGANIC BONELESS CHICKEN BREASTS PKG,0.263875148,0.004967188,1205,1205,0.001269621,308,0.004811447,0.9686462,32963.67,584684.9525,17.73725294,1847.68,15432.74,12,8.352496103,600117.6925,19.5937373,74.25381823
Salmon,2128835,TURKEY HONEY ROASTED - GRAB & GO,0.285994592,0.003277107,795,795,0.001269621,308,0.00443932,1.354645839,11901.97778,129734.5489,10.90025131,519.89,5704.82,14,10.97312893,135439.3689,7.242961681,25.32551975
FiletMignon,7746,SOURDOUGH ALPINE,0.263875148,0.004291156,1041,1041,0.001269621,308,0.004811447,1.121247522,32963.67,584684.9525,17.73725294,1075.94,5691.74,1,5.290016172,590376.6925,7.226355032,27.38550817
NYStrip,896801,POTATOES CV ONE-BITE RED 24 OZ,0.175261344,0.006381084,1548,1548,0.001269621,308,0.007244161,1.135255519,20667.6425,291081.83,14.08393967,1744,8701.56,14,4.989426606,299783.39,11.04768698,63.03550298
RibEye,79932,SALAD CV ROMAINE HEARTS 3PK,0.187161984,0.005280471,1281,1281,0.001269621,308,0.006783543,1.284647413,17746.706,328282.894,18.49824379,1339,5342.61,7,3.99,333625.504,6.783092105,36.24182627
Salmon,171650,10% OFF - MILITARY DISCOUNT,0.285994592,0.003619245,878,878,0.001265499,307,0.004424906,1.222604638,11901.97778,129734.5489,10.90025131,884,-6929.43,5,-7.838721719,122805.1189,-8.769188638,-30.66207855
NYStrip,3368523,RUSTIC FRENCH BATARD,0.175261344,0.006723223,1631,1631,0.001265499,307,0.007220641,1.07398515,20667.6425,291081.83,14.08393967,1755,6998.47,5,3.987732194,298080.3,8.856558708,50.53344051
Salmon,1404260,FETA CRUMBLES,0.285994592,0.003099855,752,752,0.001261377,306,0.004410493,1.422806254,11901.97778,129734.5489,10.90025131,400.21,5602.29,5,13.99837585,135336.8389,7.066600465,24.70886048
CrabCakes,842876,WILD SASHIMI TUNA 7 OZ STEAKS,0.159098404,0.00815773,1978,1979,0.001261377,306,0.007928283,0.971873655,46943.165,365938.355,7.795349014,3857.66,26324.38,12,6.823924348,392262.735,33.20497082,208.7071272
Salmon,3368524,CRUSTY ITALIANO,0.285994592,0.004847645,1176,1176,0.001261377,306,0.004410493,0.909821686,11901.97778,129734.5489,10.90025131,1218.89,5472.81,4,4.489994995,135207.3589,6.903277355,24.13778985
Salmon,3511983,CARROTS CV CARROT STICKS,0.285994592,0.003384283,821,821,0.001261377,306,0.004410493,1.30322814,11901.97778,129734.5489,10.90025131,867,2592.33,12,2.99,132326.8789,3.269905768,11.43345316
NYStrip,35179,WINE 10% CASE DISCOUNT,0.175261344,0.006747955,1637,1637,0.001257255,305,0.007173601,1.063077733,20667.6425,291081.83,14.08393967,1635,-13970.5,12,-8.544648318,277111.33,-17.56448069,-100.2187948
Salmon,64537,AVOCADOS OG HASS PRE-CONDITIONED,0.285994592,0.002864892,695,695,0.001257255,305,0.00439608,1.534465803,11901.97778,129734.5489,10.90025131,1417,4236.83,4,2.99,133971.3789,5.326775615,18.62544177
RibEye,7381,FRESH MOZZARELLA HANDWRAPPED,0.187161984,0.005783373,1403,1403,0.001257255,305,0.00671747,1.161514212,17746.706,328282.894,18.49824379,824.64,9131.95,4,11.07386253,337414.844,11.48118961,61.34359858
FiletMignon,5088707,SALAD CV GOTHAM BUTTERHEAD 4.5OZ,0.263875148,0.004513751,1095,1095,0.001257255,305,0.004764583,1.055570464,32963.67,584684.9525,17.73725294,1197,5132.84,2,4.288086884,589817.7925,6.453288649,24.45584091
FiletMignon,1404255,BLUE CHEESE CRUMBLES,0.263875148,0.003169931,769,769,0.001257255,305,0.004764583,1.503055472,32963.67,584684.9525,17.73725294,375.7,5636.86,7,15.00361991,590321.8125,7.086970304,26.85728591
CrabCakes,528985,BAYS ENGLISH MUFFINS 12OZ,0.159098404,0.008141241,1975,1975,0.001257255,305,0.007902373,0.970659516,46943.165,365938.355,7.795349014,2126,9545.74,2,4.49,375484.095,12.00142915,75.43400093
Salmon,552982,LOL BUTTER 16OZ,0.285994592,0.005061997,1228,1228,0.001257255,305,0.00439608,0.868447665,11901.97778,129734.5489,10.90025131,1322,9239.28,7,6.988865356,138973.8289,11.61613079,40.61660997
CrabCakes,5164269,8-12 PER LB ULTIMATE COCKTAIL SHRIMP,0.159098404,0.003792376,920,920,0.001257255,305,0.007902373,2.083752766,46943.165,365938.355,7.795349014,706.15,19761.79,14,27.98525809,385700.145,24.84560888,156.1650417
FiletMignon,3178382,CIABATTA BREAD,0.263875148,0.004196346,1017,1018,0.001257255,305,0.004764583,1.135412238,32963.67,584684.9525,17.73725294,1359.78,4623.37,4,3.400086779,589308.3225,5.812754955,22.02842894
FiletMignon,5378340,LBM STEAM BAG - STREET CORN W/CHILI LIME BUTTER,0.263875148,0.003578024,868,868,0.001257255,305,0.004764583,1.33162403,32963.67,584684.9525,17.73725294,901.64,7174.52,9,7.957189122,591859.4725,9.020200996,34.18359421
CrabCakes,1921574,SALAD OG ORGANIC GIRL BABY SPINACH 5OZ,0.159098404,0.008207196,1990,1991,0.001253133,304,0.007876464,0.959702223,46943.165,365938.355,7.795349014,2065,8833.45,5,4.277699758,374771.805,11.06948622,69.57634988
Salmon,2070383,HORIZON HALF GALLON MILK WITH DHA,0.285994592,0.004101537,995,995,0.001253133,304,0.004381666,1.068298657,11901.97778,129734.5489,10.90025131,1142,7411.58,1,6.49,137146.1289,9.287694236,32.47506947
RibEye,29019,CARROTS OG BUNCH TOPS,0.187161984,0.007547652,1831,1831,0.001253133,304,0.006695445,0.887089828,17746.706,328282.894,18.49824379,2039,6060.61,7,2.972344286,334343.504,7.594749373,40.57848295
CrabCakes,3438541,SALAD TFM PREMIUM CAESAR,0.159098404,0.007885668,1913,1913,0.001253133,304,0.007876464,0.998832789,46943.165,365938.355,7.795349014,2292,10519.68,12,4.58973822,376458.035,13.18255639,82.85787957
Salmon,1747486,ALEXIA SWEET POTATOES FAMILY SIZE,0.285994592,0.003870696,939,939,0.001253133,304,0.004381666,1.132009759,11901.97778,129734.5489,10.90025131,1019,5743.31,2,5.636221786,135477.8589,7.197130326,25.16526722
NYStrip,3137486,2CT DEMI BAGUETTE,0.175261344,0.006508871,1579,1579,0.001249011,303,0.007126561,1.094899759,20667.6425,291081.83,14.08393967,1706.68,6468.33,4,3.7900075,297550.16,8.079013282,46.09694922
FiletMignon,2070383,HORIZON HALF GALLON MILK WITH DHA,0.263875148,0.004101537,995,995,0.001249011,303,0.00473334,1.154040518,32963.67,584684.9525,17.73725294,1142,7411.58,1,6.49,592096.5325,9.25714261,35.08152498
Salmon,2257580,CHICKEN SALAD MEAL DEAL,0.285994592,0.004744592,1151,1151,0.001249011,303,0.004367253,0.920469673,11901.97778,129734.5489,10.90025131,1166,-5932.34,5,-5.087770154,123802.2089,-7.409556045,-25.90802854
Salmon,26651,CHILEAN SEA BASS FAS,0.285994592,0.002757717,669,669,0.001249011,303,0.004367253,1.583648122,11901.97778,129734.5489,10.90025131,656.15,19633.83,14,29.9227768,149368.3789,24.52286345,85.74589925
CrabCakes,840778,HOMEMADE BRAND ICE CREAM 48 OZ,0.159098404,0.009142923,2218,2218,0.001249011,303,0.007850554,0.8586482,46943.165,365938.355,7.795349014,2493,16553.05,3,6.639811472,382491.405,20.67493631,129.9506205
FiletMignon,2145410,PEAR BROCCOLI SALAD WITH WALNUTS,0.263875148,0.005338181,1295,1295,0.001249011,303,0.00473334,0.886695225,32963.67,584684.9525,17.73725294,842.88,8408.34,14,9.975726082,593093.2925,10.5021065,39.79952854
CrabCakes,7567,BANANA NUT BREAD,0.159098404,0.006059557,1470,1470,0.001249011,303,0.007850554,1.295565788,46943.165,365938.355,7.795349014,1963.8,7278.24,3,3.706202261,373216.595,9.090599525,57.1382195
NYStrip,1387685,TFM EGGS BROWN CAGE FREE,0.175261344,0.006912841,1677,1677,0.001244889,302,0.007103041,1.027513987,20667.6425,291081.83,14.08393967,1981,6506.63,13,3.28451792,297588.46,8.100029102,46.21686055
CrabCakes,474332,CELERY CV STALK,0.159098404,0.00882964,2142,2142,0.001244889,302,0.007824645,0.886179407,46943.165,365938.355,7.795349014,2496,7463.04,12,2.99,373401.395,9.290652948,58.39563893
FiletMignon,4383784,TFM OG TORTILLA CHIPS,0.263875148,0.004917722,1193,1193,0.001244889,302,0.004717718,0.959329962,32963.67,584684.9525,17.73725294,1256,4994.27,12,3.976329618,589679.2225,6.217309474,23.56155747
CrabCakes,155152,BLEU CHEESE BURGER 7 OZ,0.159098404,0.005024898,1219,1219,0.001244889,302,0.007824645,1.557174971,46943.165,365938.355,7.795349014,2632.77,8658.7,14,3.288817481,374597.055,10.77911638,67.75125402
RibEye,29964,FRENCH VANILLA POUND CAKE,0.187161984,0.004777569,1159,1159,0.001244889,302,0.006651396,1.392213584,17746.706,328282.894,18.49824379,1182.78,6977.15,4,5.898941477,335260.044,8.685774057,46.40779006
Salmon,7836,CORNED BEEF BRISKET,0.285994592,0.005173295,1255,1255,0.001244889,302,0.004352839,0.841405597,11901.97778,129734.5489,10.90025131,4343.91,30303.34,4,6.97605153,160037.8889,37.7242806,131.9055734
CrabCakes,3213512,FRESHWAY GRK FARRO/CHKP KIT,0.159098404,0.00458795,1113,1113,0.001240766,301,0.007798736,1.699830073,46943.165,365938.355,7.795349014,770.59,7684.16,1,9.971787851,373622.515,9.534247461,59.9267323
CrabCakes,33,CAULIFLOWER CV,0.159098404,0.011022622,2674,2674,0.001236644,300,0.007772826,0.705170327,46943.165,365938.355,7.795349014,2868,12485.32,4,4.353319386,378423.675,15.43989909,97.04622241
NYStrip,3457879,ITALIAN MEATLOAF EA,0.175261344,0.005408257,1312,1312,0.001236644,300,0.007056001,1.304671819,20667.6425,291081.83,14.08393967,1392.88,11037.26,5,7.924056631,302119.09,13.64916403,77.87891902
FiletMignon,3639603,TFM FZ VEGETABLES,0.263875148,0.006290397,1526,1526,0.001236644,300,0.004686475,0.745020513,32963.67,584684.9525,17.73725294,1746,10458.54,12,5.99,595143.4925,12.93349327,49.01368451
Salmon,840775,GRAETERS ICE CREAM 16 OZ,0.285994592,0.005255738,1275,1275,0.001232522,299,0.004309599,0.819979855,11901.97778,129734.5489,10.90025131,1782,13022.18,10,7.307620651,142756.7289,16.05012457,56.12037792
FiletMignon,5333420,LBM QUESO CAMPESINO COTIJA,0.263875148,0.003429627,832,832,0.001232522,299,0.004670853,1.361913019,32963.67,584684.9525,17.73725294,853,4256.47,7,4.99,588941.4225,5.24619332,19.88134674
FiletMignon,8031,BOURBON SALMON FILLET 6 OZ,0.263875148,0.005288715,1283,1283,0.0012284,298,0.004655232,0.880219767,32963.67,584684.9525,17.73725294,2316.4,22483.83,3,9.706367639,607168.7825,27.61913559,104.6674374
CrabCakes,1387686,TFM EGGS WHITE CAGE FREE,0.159098404,0.0085617,2077,2077,0.0012284,298,0.007721007,0.901807712,46943.165,365938.355,7.795349014,2319,8085.82,4,3.48677016,374024.175,9.932620861,62.43067572
FiletMignon,155152,BLEU CHEESE BURGER 7 OZ,0.263875148,0.005024898,1219,1219,0.0012284,298,0.004655232,0.92643311,32963.67,584684.9525,17.73725294,2632.77,8658.7,14,3.288817481,593343.6525,10.63634662,40.30825444
Salmon,2145410,PEAR BROCCOLI SALAD WITH WALNUTS,0.285994592,0.005338181,1295,1295,0.0012284,298,0.004295186,0.80461602,11901.97778,129734.5489,10.90025131,842.88,8408.34,14,9.975726082,138142.8889,10.32880441,36.11538368
Salmon,5079885,SALAD CV TAYLOR FARMS HEARTS OF ROMAINE,0.285994592,0.004097415,994,994,0.0012284,298,0.004295186,1.04826735,11901.97778,129734.5489,10.90025131,1144,5248.62,2,4.587954545,134983.1689,6.447404531,22.54379879
RibEye,1921576,SALAD OG ORGANIC GIRL CLAMSHELL BABY SPRING MIX,0.187161984,0.007184903,1743,1743,0.001224278,297,0.006541274,0.91041923,17746.706,328282.894,18.49824379,1802,7710.48,5,4.278845727,335993.374,9.43976949,50.43636155
Salmon,66811,DILL OG BUNCH,0.285994592,0.00207344,503,503,0.001224278,297,0.004280773,2.064574903,11901.97778,129734.5489,10.90025131,537,1605.63,4,2.99,131340.1789,1.965737164,6.873336841
Salmon,51814,ASPARAGUS CV TIPS,0.285994592,0.004282911,1039,1039,0.001224278,297,0.004280773,0.999500651,11901.97778,129734.5489,10.90025131,1143,6826.57,3,5.972502187,136561.1189,8.3576181,29.22299351
CrabCakes,-501158544,(I) Chicken Salad Croissant - CHICKEN SALAD DEAL,0.159098404,0.005404135,1311,1311,0.001224278,297,0.007695098,1.423927688,46943.165,365938.355,7.795349014,1309,-7184.41,4,-5.488472116,358753.945,-8.795713667,-55.28473857
